2614.0,305.0,1381.0,394.0,4.0,2372.0,0.0,0.0,3.0,0.0,74.0,4.0,non-spammer
544.0,1033.0,1199.0,43607.0,30.0,24971.0,0.0,0.0,2.0,0.0,77.0,0.0,non-spammer
35.0,21.0,31.0,798.0,0.0,461.0,0.0,0.0,0.0,1.0,140.0,3.0,non-spammer
1634.0,703.0,321.0,11944.0,16.0,25712.0,0.0,0.0,1.0,1.0,140.0,0.0,non-spammer
1898.0,2509.0,649.0,1795.0,104.0,26803.0,0.0,0.0,1.0,1.0,140.0,2.0,non-spammer
456.0,6825.0,5136.0,26467.0,19.0,32997.0,0.0,0.0,8.0,1.0,137.0,10.0,non-spammer
1921.0,10928.0,201.0,47791.0,234.0,159862.0,0.0,0.0,1.0,1.0,139.0,2.0,non-spammer
3660.0,437.0,2899.0,35178.0,19.0,26839.0,0.0,0.0,1.0,0.0,75.0,0.0,non-spammer
1778.0,1145.0,738.0,51341.0,40.0,85070.0,0.0,0.0,1.0,0.0,77.0,0.0,non-spammer
2214.0,2286.0,2383.0,19142.0,59.0,37254.0,0.0,0.0,2.0,0.0,57.0,0.0,non-spammer
381.0,7376.0,7528.0,1682.0,5.0,1121.0,0.0,3.0,2.0,0.0,107.0,0.0,non-spammer
1654.0,1851.0,1035.0,77156.0,22.0,12213.0,0.0,0.0,2.0,0.0,68.0,2.0,spammer
173.0,295.0,413.0,35013.0,0.0,22606.0,0.0,0.0,1.0,0.0,111.0,2.0,non-spammer
2142.0,1419.0,1033.0,39090.0,6.0,25227.0,0.0,0.0,2.0,0.0,85.0,3.0,non-spammer
1898.0,2509.0,649.0,1795.0,104.0,26804.0,0.0,0.0,1.0,1.0,140.0,8.0,non-spammer
419.0,3677.0,3461.0,30399.0,9.0,16333.0,0.0,0.0,8.0,1.0,139.0,17.0,non-spammer
1634.0,703.0,321.0,11948.0,16.0,25714.0,0.0,0.0,1.0,0.0,136.0,0.0,non-spammer
767.0,2417.0,3738.0,104364.0,87.0,95071.0,0.0,0.0,2.0,0.0,93.0,2.0,non-spammer
800.0,1633.0,2309.0,37014.0,5.0,9454.0,0.0,0.0,5.0,0.0,123.0,6.0,non-spammer
586.0,1284.0,2859.0,24629.0,24.0,29266.0,0.0,0.0,4.0,1.0,120.0,3.0,non-spammer
2837.0,3129.0,2821.0,10025.0,13.0,59273.0,0.0,1.0,1.0,1.0,140.0,1.0,non-spammer
1377.0,1463.0,699.0,28468.0,31.0,49509.0,0.0,0.0,4.0,1.0,140.0,15.0,non-spammer
2734.0,2231.0,3642.0,763.0,12.0,126666.0,0.0,0.0,8.0,1.0,137.0,9.0,non-spammer
2463.0,4575.0,4989.0,64672.0,53.0,61639.0,0.0,0.0,4.0,0.0,127.0,0.0,non-spammer
544.0,1033.0,1199.0,43607.0,30.0,24975.0,0.0,0.0,2.0,0.0,73.0,0.0,non-spammer
1377.0,1463.0,699.0,28469.0,31.0,49510.0,0.0,0.0,8.0,1.0,140.0,18.0,non-spammer
1634.0,703.0,321.0,11950.0,16.0,25715.0,0.0,0.0,1.0,1.0,140.0,1.0,non-spammer
3087.0,1829.0,1414.0,719.0,48.0,224855.0,0.0,0.0,8.0,1.0,137.0,17.0,non-spammer
